anger,anticipation,disgust,fear,joy,sadness,surprise,trust,positive,negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.09523809523809523,0.0,0.0,0.047619047619047616,0.0,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.0
0.00818926296633303,0.03184713375796178,0.00818926296633303,0.014558689717925387,0.017288444040036398,0.009099181073703366,0.01091901728844404,0.030937215650591446,0.050955414012738856,0.01910828025477707
0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0
0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0
0.022058823529411766,0.03676470588235294,0.014705882352941176,0.03676470588235294,0.051470588235294115,0.014705882352941176,0.03676470588235294,0.051470588235294115,0.07352941176470588,0.007352941176470588
0.0,0.030303030303030304,0.0,0.0,0.015151515151515152,0.0,0.0,0.015151515151515152,0.015151515151515152,0.015151515151515152
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.018018018018018018,0.0,0.018018018018018018,0.0,0.018018018018018018,0.009009009009009009,0.009009009009009009,0.018018018018018018,0.036036036036036036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01910828025477707,0.050955414012738856,0.012738853503184714,0.006369426751592357,0.07006369426751592,0.012738853503184714,0.044585987261146494,0.05732484076433121,0.10191082802547771,0.01910828025477707
0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0196078431372549,0.0196078431372549
0.023809523809523808,0.07142857142857142,0.0,0.023809523809523808,0.047619047619047616,0.0,0.0,0.023809523809523808,0.047619047619047616,0.047619047619047616
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0625,0.015625,0.03125,0.0625,0.03125,0.03125,0.046875,0.078125,0.0625
0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0
0.0,0.0392156862745098,0.0,0.0,0.0196078431372549,0.0,0.0196078431372549,0.058823529411764705,0.0392156862745098,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703
0.0,0.0375,0.0,0.0125,0.0,0.0125,0.0,0.0,0.025,0.025
0.028169014084507043,0.04225352112676056,0.028169014084507043,0.04225352112676056,0.04225352112676056,0.028169014084507043,0.0,0.04225352112676056,0.11267605633802817,0.014084507042253521
0.015527950310559006,0.015527950310559006,0.015527950310559006,0.012422360248447204,0.012422360248447204,0.015527950310559006,0.009316770186335404,0.024844720496894408,0.040372670807453416,0.024844720496894408
0.0,0.03636363636363636,0.0,0.02727272727272727,0.02727272727272727,0.02727272727272727,0.01818181818181818,0.02727272727272727,0.03636363636363636,0.02727272727272727
0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.19230769230769232,0.0,0.0,0.15384615384615385,0.0,0.11538461538461539,0.11538461538461539,0.2692307692307692,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.06521739130434782,0.0,0.0,0.06521739130434782,0.0,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.0
0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0
0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.03225806451612903,0.0
0.0,0.046511627906976744,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.06976744186046512,0.023255813953488372
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.0
0.03636363636363636,0.01818181818181818,0.0,0.09090909090909091,0.03636363636363636,0.05454545454545454,0.0,0.03636363636363636,0.03636363636363636,0.07272727272727272
0.018518518518518517,0.037037037037037035,0.0,0.05555555555555555,0.037037037037037035,0.018518518518518517,0.037037037037037035,0.05555555555555555,0.07407407407407407,0.05555555555555555
0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.08333333333333333,0.0
0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091
0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0
0.0,0.0,0.034482758620689655,0.0,0.0,0.017241379310344827,0.0,0.05172413793103448,0.034482758620689655,0.034482758620689655
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.016194331983805668,0.004048582995951417,0.0,0.012145748987854251,0.004048582995951417,0.008097165991902834,0.012145748987854251,0.044534412955465584,0.020242914979757085
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0
0.0,0.07547169811320754,0.0,0.0,0.03773584905660377,0.0,0.018867924528301886,0.03773584905660377,0.05660377358490566,0.0
0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.02666666666666667,0.013333333333333334,0.02666666666666667,0.05333333333333334,0.013333333333333334
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.0,0.047619047619047616,0.09523809523809523,0.09523809523809523
0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
